instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
2983425,11654,LALPATHLAB,DR. LAL PATH LABS.,0,,0,0.05,1,EQ,NSE,NSE
1640193,6407,LAMBODHARA,LAMBODHARA TEXTILES.,0,,0,0.05,1,EQ,NSE,NSE
3692289,14423,LAOPALA,LA OPALA RG,0,,0,0.05,1,EQ,NSE,NSE
5558529,21713,LASA,LASA SUPERGENERICS,0,,0,0.05,1,EQ,NSE,NSE
4923905,19234,LAURUSLABS,LAURUS LABS,0,,0,0.05,1,EQ,NSE,NSE
506625,1979,LAXMIMACH,LAKSHMI MACHINES,0,,0,0.05,1,EQ,NSE,NSE
1927425,7529,LCCINFOTEC,LCC INFOTECH,0,,0,0.05,1,EQ,NSE,NSE
667137,2606,LEMONTREE,LEMON TREE HOTELS,0,,0,0.05,1,EQ,NSE,NSE
2022913,7902,LFIC,LAKSHMI FIN IND CORP,0,,0,0.05,1,EQ,NSE,NSE
4690177,18321,LGBBROSLTD,LG BALAKRISHNAN & BROS,0,,0,0.05,1,EQ,NSE,NSE
4312321,16845,LGBFORGE,LGB FORGE,0,,0,0.05,1,EQ,NSE,NSE
2836993,11082,LIBAS,LIBAS CONSU PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
510465,1994,LIBERTSHOE,LIBERTY SHOES,0,,0,0.05,1,EQ,NSE,NSE
511233,1997,LICHSGFIN,LIC HOUSING FINANCE,0,,0,0.05,1,EQ,NSE,NSE
1551873,6062,LICNETFGSC,LICNAMC - LICNMFET,0,,0,0.01,1,EQ,NSE,NSE
2897665,11319,LICNETFN50,LICNAMC - LICNFENGP,0,,0,0.01,1,EQ,NSE,NSE
2928897,11441,LICNETFSEN,LICNAMC - LICNFESGP,0,,0,0.01,1,EQ,NSE,NSE
3898625,15229,LICNFNHGP,LICNAMC - LICNFNHGP,0,,0,0.01,1,EQ,NSE,NSE
147969,578,LIKHITHA,LIKHITHA INFRASTRUC,0,,0,0.05,1,EQ,NSE,NSE
2968577,11596,LINCOLN,LINCOLN PHARMA,0,,0,0.05,1,EQ,NSE,NSE
1779457,6951,LINCPEN,LINC PEN & PLASTICS,0,,0,0.05,1,EQ,NSE,NSE
416513,1627,LINDEINDIA,LINDE INDIA,0,,0,0.05,1,EQ,NSE,NSE
2817537,11006,LIQUIDBEES,NIP IND ETF LIQUID BEES,0,,0,0.01,1,EQ,NSE,NSE
493313,1927,LIQUIDETF,DSP LIQUID ETF,0,,0,0.01,1,EQ,NSE,NSE
824321,3220,LODHA,MACROTECH DEVELOPERS,0,,0,0.05,1,EQ,NSE,NSE
4302593,16807,LOTUSEYE,LOTUS EYE HOSP & INST L,0,,0,0.05,1,EQ,NSE,NSE
5738241,22415,LOVABLE,LOVABLE LINGERIE,0,,0,0.05,1,EQ,NSE,NSE
4316929,16863,LPDC,LANDMARK PR.DEV.CO.LTD,0,,0,0.05,1,EQ,NSE,NSE
2939649,11483,LT,LARSEN & TOUBRO.,0,,0,0.05,1,EQ,NSE,NSE
4561409,17818,LTI,L&T INFOTECH,0,,0,0.05,1,EQ,NSE,NSE
4752385,18564,LTTS,L&T TECHNOLOGY SER..,0,,0,0.05,1,EQ,NSE,NSE
516609,2018,LUMAXIND,LUMAX INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
3587585,14014,LUMAXTECH,LUMAX AUTO TECH,0,,0,0.05,1,EQ,NSE,NSE
2672641,10440,LUPIN,LUPIN,0,,0,0.05,1,EQ,NSE,NSE
2893057,11301,LUXIND,LUX INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
727297,2841,LXCHEM,LAXMI ORGANIC INDUS,0,,0,0.05,1,EQ,NSE,NSE
519169,2028,LYKALABS,LYKA LABS,0,,0,0.05,1,EQ,NSE,NSE
8055809,31468,LYPSAGEMS,LYPSA GEMS & JEWEL,0,,0,0.05,1,EQ,NSE,NSE
519937,2031,M&M,MAHINDRA & MAHINDRA,0,,0,0.05,1,EQ,NSE,NSE
3400961,13285,M&MFIN,M&M FIN. SERVICES,0,,0,0.05,1,EQ,NSE,NSE
5484289,21423,M100,MOST SHARES M100 ETF,0,,0,0.01,1,EQ,NSE,NSE
4937985,19289,M50,MOST SHARES M50 ETF,0,,0,0.01,1,EQ,NSE,NSE
3844353,15017,MAANALU,MAAN ALUMINIUM,0,,0,0.05,1,EQ,NSE,NSE
5720833,22347,MACPOWER,MACPOWER CNC MACHINES,0,,0,0.05,1,EQ,NSE,NSE
3878657,15151,MADHAV,MADHAV MARBLE & GRANITE,0,,0,0.05,1,EQ,NSE,NSE
3499777,13671,MADHUCON,MADHUCON PROJECTS.,0,,0,0.05,1,EQ,NSE,NSE
1257217,4911,MADRASFERT,MADRAS FERTILISERS,0,,0,0.05,1,EQ,NSE,NSE
307201,1200,MAESGETF,MIRAEAMC - MAESGETF,0,,0,0.01,1,EQ,NSE,NSE
897793,3507,MAFANG,MIRAEAMC - MAFANG,0,,0,0.01,1,EQ,NSE,NSE
5476353,21392,MAGADSUGAR,MAGADH SUGAR & ENERGY,0,,0,0.05,1,EQ,NSE,NSE
2919169,11403,MAGMA,MAGMA FINCORP,0,,0,0.05,1,EQ,NSE,NSE
3828993,14957,MAGNUM,MAGNUM VENTURES.,0,,0,0.05,1,EQ,NSE,NSE
2912513,11377,MAHABANK,BANK OF MAHARASHTRA,0,,0,0.05,1,EQ,NSE,NSE
4486913,17527,MAHASTEEL,MAHAMAYA STEEL INDS,0,,0,0.05,1,EQ,NSE,NSE
4506369,17603,MAHEPC,MAHINDRA EPC IRRIG,0,,0,0.05,1,EQ,NSE,NSE
2451457,9576,MAHESHWARI,MAHESHWARI LOGISTICS.,0,,0,0.05,1,EQ,NSE,NSE
3823873,14937,MAHINDCIE,MAHINDRA CIE AUTO,0,,0,0.05,1,EQ,NSE,NSE
2060801,8050,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,0,,0,0.05,1,EQ,NSE,NSE
98561,385,MAHLOG,MAHINDRA LOGISTIC,0,,0,0.05,1,EQ,NSE,NSE
533761,2085,MAHSCOOTER,MAHARASHTRA SCOOTERS,0,,0,0.05,1,EQ,NSE,NSE
534529,2088,MAHSEAMLES,MAHARASHTRA SEAMLESS,0,,0,0.05,1,EQ,NSE,NSE
6281729,24538,MAITHANALL,MAITHAN ALLOYS,0,,0,0.05,1,EQ,NSE,NSE
2639361,10310,MAJESCO,MAJESCO,0,,0,0.05,1,EQ,NSE,NSE
3418113,13352,MALUPAPER,MALU PAPER MILLS,0,,0,0.05,1,EQ,NSE,NSE
1626369,6353,MAN50ETF,MIRAEAMC - MAN50ETF,0,,0,0.01,1,EQ,NSE,NSE
1897729,7413,MANAKCOAT,MAN COAT METAL & IND,0,,0,0.05,1,EQ,NSE,NSE
3890945,15199,MANAKSIA,MANAKSIA.,0,,0,0.05,1,EQ,NSE,NSE
1910529,7463,MANAKSTEEL,MANAKSIA STEELS,0,,0,0.05,1,EQ,NSE,NSE
3531777,13796,MANALIPETC,MANALI PETROCHEMICALS LT,0,,0,0.05,1,EQ,NSE,NSE
4879617,19061,MANAPPURAM,MANAPPURAM FINANCE,0,,0,0.05,1,EQ,NSE,NSE
3025153,11817,MANGALAM,MANGALAM DRUG & CHEM,0,,0,0.05,1,EQ,NSE,NSE
3841793,15007,MANGCHEFER,MANG.CHEM.FERT.LTD,0,,0,0.05,1,EQ,NSE,NSE
539137,2106,MANGLMCEM,MANGALAM CEMENT,0,,0,0.05,1,EQ,NSE,NSE
539905,2109,MANGTIMBER,MANGALAM TIMBER PRODUCTS,0,,0,0.05,1,EQ,NSE,NSE
3042305,11884,MANINDS,MAN INDUSTRIES (I).,0,,0,0.05,1,EQ,NSE,NSE
4665857,18226,MANINFRA,MAN INFRA,0,,0,0.05,1,EQ,NSE,NSE
3474433,13572,MANUGRAPH,MANUGRAPH INDIA,0,,0,0.05,1,EQ,NSE,NSE
4398337,17181,MANXT50,MIRAEAMC - MANXT50,0,,0,0.01,1,EQ,NSE,NSE
540673,2112,MARALOVER,MARAL OVERSEAS,0,,0,0.05,1,EQ,NSE,NSE
4776705,18659,MARATHON,MARATHON NXTGEN REALT,0,,0,0.05,1,EQ,NSE,NSE
1041153,4067,MARICO,MARICO,0,,0,0.05,1,EQ,NSE,NSE
339969,1328,MARINE,MARINE ELECTRICAL (I),0,,0,0.05,1,EQ,NSE,NSE
2708225,10579,MARKSANS,MARKSANS PHARMA,0,,0,0.05,1,EQ,NSE,NSE
2815745,10999,MARUTI,MARUTI SUZUKI INDIA.,0,,0,0.05,1,EQ,NSE,NSE
50945,199,MASFIN,MAS FINANCIAL SERV,0,,0,0.05,1,EQ,NSE,NSE
543745,2124,MASTEK,MASTEK,0,,0,0.05,1,EQ,NSE,NSE
5561857,21726,MATRIMONY,MATRIMONY.COM,0,,0,0.05,1,EQ,NSE,NSE
4357633,17022,MAWANASUG,MAWANA SUGARS,0,,0,0.05,1,EQ,NSE,NSE
5728513,22377,MAXHEALTH,MAX HEALTHCARE INS,0,,0,0.05,1,EQ,NSE,NSE
5741569,22428,MAXIND,MAX INDIA,0,,0,0.05,1,EQ,NSE,NSE
4471809,17468,MAXVIL,MAX VENTURES AND INDS,0,,0,0.05,1,EQ,NSE,NSE
7399937,28906,MAYURUNIQ,MAYUR UNIQUOTERS,0,,0,0.05,1,EQ,NSE,NSE
4829697,18866,MAZDA,MAZDA,0,,0,0.05,1,EQ,NSE,NSE
130305,509,MAZDOCK,MAZAGON DOCK SHIPBUIL,0,,0,0.05,1,EQ,NSE,NSE
3247617,12686,MBAPL,MADHYA BHARAT AGRO P.,0,,0,0.05,1,EQ,NSE,NSE
4615425,18029,MBLINFRA,MBL INFRASTRUCTURES,0,,0,0.05,1,EQ,NSE,NSE
3753473,14662,MCDHOLDING,MCDOWELL HOLDINGS.,0,,0,0.05,1,EQ,NSE,NSE
2674433,10447,MCDOWELL-N,UNITED SPIRITS,0,,0,0.05,1,EQ,NSE,NSE
5724161,22360,MCL,MADHAV COPPER,0,,0,0.05,1,EQ,NSE,NSE
3057409,11943,MCLEODRUSS,MCLEOD RUSSEL INDIA.,0,,0,0.05,1,EQ,NSE,NSE
7982337,31181,MCX,MULTI COMMODITY EXCHANGE,0,,0,0.05,1,EQ,NSE,NSE
1782017,6961,MENONBE,MENON BEARINGS,0,,0,0.05,1,EQ,NSE,NSE
2245377,8771,MEP,MEP INFRA. DEVELOPERS,0,,0,0.05,1,EQ,NSE,NSE
3040257,11876,MERCATOR,MERCATOR,0,,0,0.05,1,EQ,NSE,NSE
2452737,9581,METROPOLIS,METROPOLIS HEALTHCARE,0,,0,0.05,1,EQ,NSE,NSE
548353,2142,MFSL,MAX FINANCIAL SERV,0,,0,0.05,1,EQ,NSE,NSE
407809,1593,MGEL,MANGALAM GLOBAL ENT,0,,0,0.05,1,EQ,NSE,NSE
4488705,17534,MGL,MAHANAGAR GAS.,0,,0,0.05,1,EQ,NSE,NSE
4437249,17333,MHRIL,MAHINDRA HOLIDAYS,0,,0,0.05,1,EQ,NSE,NSE
630529,2463,MIDHANI,MISHRA DHATU NIGAM,0,,0,0.05,1,EQ,NSE,NSE
6629633,25897,MINDACORP,MINDA CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
3623425,14154,MINDAIND,MINDA INDUSTRIES.,0,,0,0.05,1,EQ,NSE,NSE
4620545,18049,MINDTECK,MINDTECK (INDIA),0,,0,0.05,1,EQ,NSE,NSE
3675137,14356,MINDTREE,MINDTREE,0,,0,0.05,1,EQ,NSE,NSE
563713,2202,MIRCELECTR,MIRC ELECTRONICS,0,,0,0.05,1,EQ,NSE,NSE
1124865,4394,MIRZAINT,MIRZA INTERNATIONAL LIMIT,0,,0,0.05,1,EQ,NSE,NSE
4751873,18562,MITTAL,MITTAL LIFE STYLE,0,,0,0.05,1,EQ,NSE,NSE
3544065,13844,MMFL,MM FORGINGS,0,,0,0.05,1,EQ,NSE,NSE
4197121,16395,MMP,MMP INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4596993,17957,MMTC,MMTC,0,,0,0.05,1,EQ,NSE,NSE
848897,3316,MODISNME,MODISON METALS,0,,0,0.05,1,EQ,NSE,NSE
7532289,29423,MOHITIND,MOHIT INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
1029889,4023,MOHOTAIND,MOHOTA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
5332481,20830,MOIL,MOIL,0,,0,0.05,1,EQ,NSE,NSE
918017,3586,MOKSH,MOKSH ORNAMENTS,0,,0,0.05,1,EQ,NSE,NSE
4512001,17625,MOLDTECH,MOLD-TEK TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
1718529,6713,MOLDTKPAC,MOLD-TEK PACKAGING,0,,0,0.05,1,EQ,NSE,NSE
1520129,5938,MONTECARLO,MONTE CARLO FASHIONS.,0,,0,0.05,1,EQ,NSE,NSE
7392513,28877,MORARJEE,MORARJEE TEXTILES,0,,0,0.05,1,EQ,NSE,NSE
578305,2259,MOREPENLAB,MOREPEN LAB.,0,,0,0.05,1,EQ,NSE,NSE
1076225,4204,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LT,0,,0,0.05,1,EQ,NSE,NSE
3826433,14947,MOTILALOFS,MOTILAL OSWAL FIN,0,,0,0.05,1,EQ,NSE,NSE
580609,2268,MOTOGENFIN,MOTOR & GENERAL FINANCE L,0,,0,0.05,1,EQ,NSE,NSE
1152769,4503,MPHASIS,MPHASIS,0,,0,0.05,1,EQ,NSE,NSE
2707969,10578,MPSLTD,MPS,0,,0,0.05,1,EQ,NSE,NSE
582913,2277,MRF,MRF,0,,0,0.05,1,EQ,NSE,NSE
2303489,8998,MRO-TEK,MRO-TEK REALTY,0,,0,0.05,1,EQ,NSE,NSE
584449,2283,MRPL,MRPL,0,,0,0.05,1,EQ,NSE,NSE
2395137,9356,MSTCLTD,MSTC,0,,0,0.05,1,EQ,NSE,NSE
693505,2709,MTARTECH,MTAR TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
8040705,31409,MTEDUCARE,MT EDUCARE,0,,0,0.05,1,EQ,NSE,NSE
587265,2294,MTNL,MAHANAGAR TELEPHONE NIGAM,0,,0,0.05,1,EQ,NSE,NSE
2223873,8687,MUKTAARTS,MUKTA ARTS,0,,0,0.05,1,EQ,NSE,NSE
3458817,13511,MUNJALAU,MUNJAL AUTO IND..,0,,0,0.05,1,EQ,NSE,NSE
590593,2307,MUNJALSHOW,MUNJAL SHOWA,0,,0,0.05,1,EQ,NSE,NSE
592129,2313,MURUDCERA,MURUDESHWAR CERAMICS,0,,0,0.05,1,EQ,NSE,NSE
2666241,10415,MUTHOOTCAP,MUTHOOT CAP SERV,0,,0,0.05,1,EQ,NSE,NSE
6054401,23650,MUTHOOTFIN,MUTHOOT FINANCE,0,,0,0.05,1,EQ,NSE,NSE
5821185,22739,N100,MOST SHARES N100 ETF,0,,0,0.01,1,EQ,NSE,NSE
5228801,20425,NACLIND,NACL INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4427521,17295,NAGAFERT,NAGARJUN FERT AND CHE,0,,0,0.05,1,EQ,NSE,NSE
3825153,14942,NAGREEKCAP,NAGREEKA CAP & INFR.LTD,0,,0,0.05,1,EQ,NSE,NSE
3763713,14702,NAGREEKEXP,NAGREEKA EXPORTS.,0,,0,0.05,1,EQ,NSE,NSE
3932161,15360,NAHARCAP,NAHAR CAP & FIN.,0,,0,0.05,1,EQ,NSE,NSE
3355137,13106,NAHARINDUS,NAHAR INDS ENT,0,,0,0.05,1,EQ,NSE,NSE
3697921,14445,NAHARPOLY,NAHAR POLY FILMS,0,,0,0.05,1,EQ,NSE,NSE
3696641,14440,NAHARSPING,NAHAR SPINNING MILLS.,0,,0,0.05,1,EQ,NSE,NSE
91393,357,NAM-INDIA,NIPPON L I A M,0,,0,0.05,1,EQ,NSE,NSE
1003009,3918,NATCOPHARM,NATCO PHARMA.,0,,0,0.05,1,EQ,NSE,NSE
2832641,11065,NATHBIOGEN,NATH BIO-GENES (I),0,,0,0.05,1,EQ,NSE,NSE
1629185,6364,NATIONALUM,NATIONAL ALUMINIUM CO,0,,0,0.05,1,EQ,NSE,NSE
3520257,13751,NAUKRI,INFO EDGE (I),0,,0,0.05,1,EQ,NSE,NSE
3756033,14672,NAVINFLUOR,NAVIN FLUORINE INT.,0,,0,0.05,1,EQ,NSE,NSE
2702593,10557,NAVKARCORP,NAVKAR CORPORATION.,0,,0,0.05,1,EQ,NSE,NSE
610561,2385,NAVNETEDUL,NAVNEET EDUCATION,0,,0,0.05,1,EQ,NSE,NSE
764673,2987,NAZARA,NAZARA TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
8042241,31415,NBCC,NBCC (INDIA),0,,0,0.05,1,EQ,NSE,NSE
4892417,19111,NBIFIN,N.B.I. IND. FIN. CO.,0,,0,0.05,1,EQ,NSE,NSE
1027585,4014,NBVENTURES,NAVA BHARAT VENTURES LIMI,0,,0,0.05,1,EQ,NSE,NSE
593665,2319,NCC,NCC,0,,0,0.05,1,EQ,NSE,NSE
3709441,14490,NCLIND,NCL INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
292609,1143,NCPSESDL24,NIPPON INDIA- NIMFXX,0,,0,0.01,1,EQ,NSE,NSE
4702977,18371,NDGL,NAGA DHUNSERI GROUP,0,,0,0.05,1,EQ,NSE,NSE
5697281,22255,NDRAUTO,NDR AUTO COMPONENTS,0,,0,0.05,1,EQ,NSE,NSE
2925313,11427,NDTV,NDTV,0,,0,0.05,1,EQ,NSE,NSE
3461633,13522,NECCLTD,NORTH EAST CARRY CORP,0,,0,0.05,1,EQ,NSE,NSE
3053313,11927,NECLIFE,NECTAR LIFESCIENCES.,0,,0,0.05,1,EQ,NSE,NSE
3778817,14761,NELCAST,NELCAST,0,,0,0.05,1,EQ,NSE,NSE
611329,2388,NELCO,NELCO,0,,0,0.05,1,EQ,NSE,NSE
2538753,9917,NEOGEN,NEOGEN CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
3944705,15409,NESCO,NESCO.,0,,0,0.05,1,EQ,NSE,NSE
4598529,17963,NESTLEIND,NESTLE INDIA,0,,0,0.05,1,EQ,NSE,NSE
2006529,7838,NETF,TATAAML - NETF,0,,0,0.01,1,EQ,NSE,NSE
623361,2435,NETFCONSUM,NIP IND ETF CONSUMPTION,0,,0,0.01,1,EQ,NSE,NSE
674817,2636,NETFDIVOPP,NIP IND ETF DIV OPP,0,,0,0.01,1,EQ,NSE,NSE
812033,3172,NETFGILT5Y,RELCAPAMC - NETFGILT5Y,0,,0,0.01,1,EQ,NSE,NSE
4885505,19084,NETFIT,NIP IND ETF IT,0,,0,0.01,1,EQ,NSE,NSE
4531201,17700,NETFLTGILT,NIP IND ETF LONGTERM GILT,0,,0,0.01,1,EQ,NSE,NSE
2177537,8506,NETFMID150,NIP IND ETF MIDCAP 150,0,,0,0.01,1,EQ,NSE,NSE
7571713,29577,NETFNIF100,NIP IND ETF NIFTY 100,0,,0,0.01,1,EQ,NSE,NSE
2520833,9847,NETFNV20,NIP IND ETF ETF NV20,0,,0,0.01,1,EQ,NSE,NSE
773633,3022,NETFSDL26,RELCAPAMC-NETFSDL26,0,,0,0.01,1,EQ,NSE,NSE
3612417,14111,NETWORK18,NETWORK18 MEDIA & INV,0,,0,0.05,1,EQ,NSE,NSE
615937,2406,NEULANDLAB,NEULAND LAB.,0,,0,0.05,1,EQ,NSE,NSE
297985,1164,NEWGEN,NEWGEN SOFTWARE TECH,0,,0,0.05,1,EQ,NSE,NSE
2525953,9867,NEXTMEDIA,NEXT MEDIAWORKS,0,,0,0.05,1,EQ,NSE,NSE
3564801,13925,NFL,NATIONAL FERT.,0,,0,0.05,1,EQ,NSE,NSE
3031041,11840,NH,NARAYANA HRUDAYALAYA.,0,,0,0.05,1,EQ,NSE,NSE
4454401,17400,NHPC,NHPC,0,,0,0.05,1,EQ,NSE,NSE
102145,399,NIACL,THE NEW INDIA ASSU CO,0,,0,0.05,1,EQ,NSE,NSE
2707457,10576,NIFTYBEES,NIP IND ETF NIFTY BEES,0,,0,0.01,1,EQ,NSE,NSE
2319105,9059,NIFTYEES,EDELWEISS ETF - NIFTY 50,0,,0,0.01,1,EQ,NSE,NSE
2949633,11522,NIITLTD,NIIT,0,,0,0.05,1,EQ,NSE,NSE
2368769,9253,NILAINFRA,NILA INFRASTRUCTURES,0,,0,0.05,1,EQ,NSE,NSE
1897217,7411,NILASPACES,NILA SPACES,0,,0,0.05,1,EQ,NSE,NSE
619777,2421,NILKAMAL,NILKAMAL,0,,0,0.05,1,EQ,NSE,NSE
1736193,6782,NIPPOBATRY,INDO-NATIONAL,0,,0,0.05,1,EQ,NSE,NSE
65281,255,NIRAJ,NIRAJ CEMENT STRUC,0,,0,0.05,1,EQ,NSE,NSE
3404801,13300,NITCO,NITCO,0,,0,0.05,1,EQ,NSE,NSE
3372801,13175,NITINSPIN,NITIN SPINNERS,0,,0,0.05,1,EQ,NSE,NSE
831233,3247,NITIRAJ,NITIRAJ ENGINEERS,0,,0,0.05,1,EQ,NSE,NSE
2197761,8585,NLCINDIA,NLC INDIA,0,,0,0.05,1,EQ,NSE,NSE
3924993,15332,NMDC,NMDC.,0,,0,0.05,1,EQ,NSE,NSE
625153,2442,NOCIL,NOCIL,0,,0,0.05,1,EQ,NSE,NSE
2761217,10786,NOIDATOLL,NOIDA TOLL BRIDGE CO,0,,0,0.05,1,EQ,NSE,NSE
1064961,4160,NORBTEAEXP,NORBEN TEA & EXPORTS,0,,0,0.05,1,EQ,NSE,NSE
2305793,9007,NOVARTIND,NOVARTIS INDIA,0,,0,0.05,1,EQ,NSE,NSE
3322369,12978,NPBET,TATAAML - NPBET,0,,0,0.01,1,EQ,NSE,NSE
5200385,20314,NRAIL,N R AGARWAL INDS,0,,0,0.05,1,EQ,NSE,NSE
1933569,7553,NRBBEARING,NRB BEARING,0,,0,0.05,1,EQ,NSE,NSE
2877185,11239,NSIL,NALWA SONS INVESTMENT,0,,0,0.05,1,EQ,NSE,NSE
7820801,30550,NTL,NEUEON TOWERS,0,,0,0.05,1,EQ,NSE,NSE
2977281,11630,NTPC,NTPC,0,,0,0.05,1,EQ,NSE,NSE
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,0,,0,0.05,1,EQ,NSE,NSE
601601,2350,NURECA,NURECA,0,,0,0.05,1,EQ,NSE,NSE
3724033,14547,NXTDIGITAL,NXTDIGITAL,0,,0,0.05,1,EQ,NSE,NSE
2756609,10768,OAL,ORIENTAL AROMATICS,0,,0,0.05,1,EQ,NSE,NSE
5181953,20242,OBEROIRLTY,OBEROI REALTY,0,,0,0.05,1,EQ,NSE,NSE
3131137,12231,OCCL,ORIENTAL CARBN & CHEM,0,,0,0.05,1,EQ,NSE,NSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT.,0,,0,0.05,1,EQ,NSE,NSE
4464129,17438,OIL,OIL INDIA,0,,0,0.05,1,EQ,NSE,NSE
2723073,10637,OLECTRA,OLECTRA GREENTECH,0,,0,0.05,1,EQ,NSE,NSE
2796033,10922,OMAXAUTO,OMAX AUTOS,0,,0,0.05,1,EQ,NSE,NSE
3802369,14853,OMAXE,OMAXE,0,,0,0.05,1,EQ,NSE,NSE
6203137,24231,OMINFRAL,OM INFRA,0,,0,0.05,1,EQ,NSE,NSE
6525953,25492,ONELIFECAP,ONELIFE CAP ADVISORS,0,,0,0.05,1,EQ,NSE,NSE
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,0,,0,0.05,1,EQ,NSE,NSE
3911169,15278,ONMOBILE,ONMOBILE GLOBAL.,0,,0,0.05,1,EQ,NSE,NSE
635137,2481,ONWARDTEC,ONWARD TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,0,,0,0.05,1,EQ,NSE,NSE
8057601,31475,ORBTEXP,ORBIT EXPORTS,0,,0,0.05,1,EQ,NSE,NSE
237057,926,ORCHPHARMA,ORCHID PHARMA,0,,0,0.05,1,EQ,NSE,NSE
2600705,10159,ORICONENT,ORICON ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE
3356417,13111,ORIENTABRA,ORIENT ABRASIVE,0,,0,0.05,1,EQ,NSE,NSE
3672577,14346,ORIENTALTL,ORIENTAL TRIMEX,0,,0,0.05,1,EQ,NSE,NSE
3655169,14278,ORIENTBELL,ORIENT BELL,0,,0,0.05,1,EQ,NSE,NSE
7702785,30089,ORIENTCEM,ORIENT CEMENT.,0,,0,0.05,1,EQ,NSE,NSE
760833,2972,ORIENTELEC,ORIENT ELECTRIC,0,,0,0.05,1,EQ,NSE,NSE
638209,2493,ORIENTHOT,ORIENT HOTELS,0,,0,0.05,1,EQ,NSE,NSE
4661249,18208,ORIENTLTD,ORIENT PRESS,0,,0,0.05,1,EQ,NSE,NSE
638977,2496,ORIENTPPR,ORIENT PAPER AND INDS,0,,0,0.05,1,EQ,NSE,NSE
7977729,31163,ORIENTREF,ORIENT REFRACTORIES,0,,0,0.05,1,EQ,NSE,NSE
5102337,19931,ORISSAMINE,ORISSA MIN DEV CO,0,,0,0.05,1,EQ,NSE,NSE
762625,2979,ORTINLAB,ORTIN LABORATORIES,0,,0,0.05,1,EQ,NSE,NSE
643585,2514,OSWALAGRO,OSWAL AGRO MILLS,0,,0,0.05,1,EQ,NSE,NSE
3689729,14413,PAGEIND,PAGE INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
6519809,25468,PAISALO,PAISALO DIGITAL,0,,0,0.05,1,EQ,NSE,NSE
5474049,21383,PALASHSECU,PALASH SECURITIES,0,,0,0.05,1,EQ,NSE,NSE
4367873,17062,PALREDTEC,PALRED TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
1038081,4055,PANACEABIO,PANACEA BIOTEC,0,,0,0.05,1,EQ,NSE,NSE
4170753,16292,PANACHE,PANACHE DIGILIFE,0,,0,0.05,1,EQ,NSE,NSE
6500353,25392,PANAMAPET,PANAMA PETROCHEM,0,,0,0.05,1,EQ,NSE,NSE
3571457,13951,PARACABLES,PARAMOUNT COMM,0,,0,0.05,1,EQ,NSE,NSE
4385281,17130,PARAGMILK,PARAG MILK FOODS.,0,,0,0.05,1,EQ,NSE,NSE
3530497,13791,PARSVNATH,PARSVNATH DEVELOPER,0,,0,0.05,1,EQ,NSE,NSE
2994945,11699,PATELENG,PATEL ENGINEERING.,0,,0,0.05,1,EQ,NSE,NSE
3896065,15219,PATINTLOG,PATEL INT. LOG.,0,,0,0.05,1,EQ,NSE,NSE
7455745,29124,PCJEWELLER,PC JEWELLER,0,,0,0.05,1,EQ,NSE,NSE
3936513,15377,PDMJEPAPER,PUDUMJEE PAPER PRO.,0,,0,0.05,1,EQ,NSE,NSE
1347585,5264,PDSMFL,PDS MULTINATIONAL FAS,0,,0,0.05,1,EQ,NSE,NSE
668161,2610,PEARLPOLY,PEARL POLYMERS,0,,0,0.05,1,EQ,NSE,NSE
617473,2412,PEL,PIRAMAL ENTERPRISES,0,,0,0.05,1,EQ,NSE,NSE
5278977,20621,PENIND,PENNAR INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
2905857,11351,PETRONET,PETRONET LNG,0,,0,0.05,1,EQ,NSE,NSE
3660545,14299,PFC,POWER FIN CORP.,0,,0,0.05,1,EQ,NSE,NSE
676609,2643,PFIZER,PFIZER,0,,0,0.05,1,EQ,NSE,NSE
5786113,22602,PFS,PTC INDIA FIN SERV,0,,0,0.05,1,EQ,NSE,NSE
